chunk_idx,layer_idx,token_pos,G_TTR,best_learner,G_FULL_MODEL_PURPLE,G_PURPLE_LAYER,projection_gain,delta_norm,delta_WO_norm
0,8,0,2.002716064453125e-05,local_linear_attention,-0.033771514892578125,-0.03377723693847656,0.0001621246337890625,10.675590515136719,44.58976364135742
0,8,1,0.021395206451416016,weighted_linear,-0.7352113723754883,-0.735224723815918,0.010776042938232422,8.794698715209961,36.7021484375
0,8,2,0.5011043548583984,linear_global,-0.6389436721801758,-0.6389503479003906,0.07154083251953125,11.614477157592773,49.4117546081543
0,8,3,0.46736860275268555,knn_mean,0.48466968536376953,0.4846668243408203,-0.0504765510559082,3.9726476669311523,14.73537826538086
0,8,4,0.07993865013122559,sharp,-0.40938258171081543,-0.40938806533813477,0.06351971626281738,10.144461631774902,42.90212631225586
0,8,5,0.32169342041015625,local_linear_attention,1.1746430397033691,1.1746363639831543,-0.007647037506103516,9.334504127502441,39.178001403808594
0,8,6,0.21834373474121094,linear_attention,5.373441696166992,5.373441696166992,0.07683658599853516,18.00527572631836,79.4963607788086
0,8,7,0.5444145202636719,linear_attention,4.634865760803223,4.634853363037109,0.018057823181152344,16.20656967163086,67.69445037841797
0,8,8,0.42815494537353516,linear_attention,11.010323524475098,11.010323524475098,0.014702796936035156,20.625993728637695,90.44747924804688
0,8,9,1.8823719024658203,linear_attention,15.637712478637695,15.637714385986328,-0.027801513671875,23.45061683654785,109.91265106201172
0,8,10,0.03803730010986328,sharp,1.5412460565567017,1.541245698928833,0.06642282009124756,15.036724090576172,63.79032516479492
0,8,11,3.1124210357666016,linear_global,4.101738452911377,4.101738929748535,0.2411789894104004,11.029239654541016,46.02448272705078
0,8,12,0.0014146734029054642,knn_mean,0.024737613275647163,0.024737613275647163,0.001341627910733223,7.592767238616943,29.77033805847168
0,8,13,-1.1827796697616577e-07,window_soft,0.0035364744253456593,0.0035364744253456593,-0.0007829563692212105,9.160653114318848,38.01731872558594
0,8,14,0.7355976104736328,linear_global,1.006504774093628,1.0065033435821533,0.0005273818969726562,10.059684753417969,41.7078971862793
0,8,15,1.5456452369689941,linear_global,0.4992713928222656,0.499267578125,-0.007058143615722656,14.51900863647461,60.40685272216797
0,8,16,0.146162748336792,linear_attention,0.3176819384098053,0.31768354773521423,-0.0005692243576049805,8.211026191711426,33.37104034423828
0,8,17,0.10807585716247559,weighted_linear,0.47781264781951904,0.47781455516815186,0.03657519817352295,11.075959205627441,45.4022331237793
0,8,18,0.7972688674926758,weighted_linear,-0.03899240493774414,-0.038992881774902344,-0.025954246520996094,9.751161575317383,40.003116607666016
0,8,19,-0.009833335876464844,knn_mean,-0.48204708099365234,-0.48204898834228516,-0.03612327575683594,12.014636993408203,46.952720642089844
0,8,20,0.18596291542053223,knn_mean,-0.6470599174499512,-0.6470494270324707,-0.019950151443481445,11.21870231628418,43.217926025390625
0,8,21,0.08792638778686523,linear_attention,-0.11600160598754883,-0.11600875854492188,-0.008530616760253906,3.8616487979888916,14.040852546691895
0,8,22,0.5615831613540649,weighted_linear,0.3576469421386719,0.35764849185943604,0.022490739822387695,5.130845546722412,19.00198745727539
0,8,23,0.3658576011657715,knn_mean,1.7117087841033936,1.7117080688476562,0.16746222972869873,9.573861122131348,37.61808776855469
0,8,24,0.017347753047943115,window_soft,0.04086315631866455,0.040865302085876465,0.007210433483123779,11.188139915466309,46.53329849243164
0,8,25,0.01429218053817749,knn_mean,0.09172332286834717,0.09172797203063965,0.009697377681732178,10.251662254333496,43.41756820678711
0,8,26,0.1711432933807373,sharp,0.44363880157470703,0.443645715713501,0.0007364749908447266,7.790318489074707,30.546445846557617
0,8,27,0.09425915777683258,weighted_linear,0.1213630735874176,0.12136147916316986,-0.007314205169677734,10.776504516601562,41.760318756103516
0,8,28,0.27336692810058594,linear_attention,-0.0028839111328125,-0.0028781890869140625,-0.04895210266113281,5.092260837554932,20.17491912841797
0,8,29,0.04848003387451172,sharp,0.012922346591949463,0.012926816940307617,-0.00802624225616455,11.764958381652832,45.019020080566406
0,8,30,0.8248449563980103,linear_global,0.2831355333328247,0.2831399440765381,0.005684614181518555,11.197288513183594,42.9737548828125
0,8,31,0.2910635471343994,weighted_linear,0.24646949768066406,0.2464611530303955,-0.06405210494995117,10.954573631286621,41.741432189941406
0,8,32,0.3276238441467285,weighted_linear,0.05949467420578003,0.05950021743774414,0.011117041110992432,9.180310249328613,34.2033576965332
0,8,33,0.022307157516479492,sharp,0.10183477401733398,0.10185480117797852,-0.005192995071411133,4.033313274383545,14.24582290649414
0,8,34,0.03389692306518555,linear_attention,0.07624101638793945,0.07625579833984375,-0.01286625862121582,5.138198375701904,17.78516960144043
0,8,35,-0.03912532329559326,knn_mean,0.16428989171981812,0.16429853439331055,0.020968079566955566,4.127496719360352,15.631729125976562
0,8,36,0.7987909317016602,linear_attention,4.291838645935059,4.291839599609375,0.1569223403930664,9.405519485473633,39.27421188354492
0,8,37,0.8865299224853516,linear_attention,-0.13874149322509766,-0.13874530792236328,-0.14540386199951172,8.32007122039795,32.13138198852539
0,8,38,0.14936554431915283,sharp,-0.26239776611328125,-0.2624049186706543,0.0058040618896484375,5.405148983001709,19.35307502746582
0,8,39,0.3508765697479248,weighted_linear,0.08531153202056885,0.08532083034515381,-0.005000948905944824,4.5290374755859375,15.750995635986328
0,8,40,0.5188641548156738,knn_mean,-0.3070673942565918,-0.3070812225341797,-0.03798532485961914,3.9352755546569824,14.457537651062012
0,8,41,0.0018050556536763906,local_linear_attention,0.0013053047005087137,0.0013053047005087137,0.00017694104462862015,7.738525867462158,31.535634994506836
0,8,42,0.36014506220817566,linear_global,0.15180617570877075,0.1518062949180603,0.03280174732208252,5.073991298675537,19.37503433227539
0,8,43,0.10067033767700195,sharp,0.16205644607543945,0.1620619297027588,-0.006779193878173828,4.081180572509766,14.472997665405273
0,8,44,0.07595515251159668,local_linear_attention,0.019335731863975525,0.01933315396308899,0.012039415538311005,11.679549217224121,44.6941032409668
0,8,45,0.3499438762664795,window_soft,0.841904878616333,0.8419032692909241,0.02393186092376709,4.0806965827941895,14.250167846679688
0,8,46,0.14844882488250732,local_linear_attention,0.08796155452728271,0.08796370029449463,-0.006213545799255371,19.126449584960938,84.33604431152344
0,8,47,0.02409261465072632,window_soft,0.03911864757537842,0.039121806621551514,0.002421438694000244,5.579712390899658,21.291418075561523
0,8,48,0.1280226707458496,window_soft,0.25202178955078125,0.25200986862182617,0.014838218688964844,4.2420125007629395,14.690834999084473
0,8,49,-0.0013369396328926086,weighted_linear,-0.017472099512815475,-0.017473872750997543,0.0031146518886089325,7.397061824798584,29.98105239868164
0,8,50,0.01892811432480812,window_soft,0.009589023888111115,0.009589023888111115,0.0027983486652374268,9.768805503845215,42.0927734375
0,8,51,0.19602936506271362,weighted_linear,0.1844131052494049,0.1844107210636139,0.010945677757263184,4.4318108558654785,16.60667610168457
0,8,52,0.21463632583618164,weighted_linear,0.24079346656799316,0.24079632759094238,0.028495311737060547,3.8270397186279297,13.50836181640625
0,8,53,0.27964818477630615,linear_attention,-0.0696403980255127,-0.06962442398071289,-0.015977859497070312,5.421116828918457,19.281879425048828
0,8,54,0.5546209812164307,knn_mean,0.9215764999389648,0.9215749502182007,0.14382553100585938,5.76439905166626,20.68875503540039
0,8,55,0.5001463890075684,local_linear_attention,-0.6406474113464355,-0.6406698226928711,-0.021313190460205078,4.002425670623779,13.786745071411133
0,8,56,0.7077500820159912,knn_mean,0.3460371494293213,0.3460339307785034,0.042539119720458984,4.252187728881836,15.359628677368164
0,8,57,1.5836520195007324,knn_mean,-0.9410061836242676,-0.941011905670166,0.04095888137817383,6.709239959716797,24.801528930664062
0,8,58,0.00066414475440979,sharp,0.08877676725387573,0.0887756496667862,0.0025274157524108887,3.933553695678711,13.71320629119873
0,8,59,0.369830846786499,weighted_linear,-0.06548571586608887,-0.0654909610748291,-0.0040628910064697266,4.1381635665893555,14.78171157836914
0,8,60,0.489099383354187,weighted_linear,0.40153229236602783,0.4015237092971802,0.027518033981323242,19.067771911621094,84.44107055664062
0,8,61,0.18625593185424805,linear_attention,-0.43558597564697266,-0.4355926513671875,-0.04467010498046875,6.322396278381348,25.599201202392578
0,8,62,0.4918045997619629,knn_mean,-0.7550458908081055,-0.7550363540649414,-0.04234457015991211,4.284727573394775,16.028440475463867
0,8,63,0.0709906816482544,knn_mean,0.18601810932159424,0.18602752685546875,0.036258161067962646,7.175465106964111,29.7325382232666
0,8,64,0.2757132053375244,weighted_linear,0.21229338645935059,0.21229958534240723,-0.03533172607421875,4.769538402557373,16.662824630737305
0,8,65,0.017071843147277832,weighted_linear,0.04066312313079834,0.040662169456481934,0.015587449073791504,4.063933849334717,15.263318061828613
0,8,66,-0.0026191622018814087,sharp,-0.01065567135810852,-0.010656222701072693,0.0025459229946136475,11.543525695800781,44.79552459716797
0,8,67,0.8843226432800293,weighted_linear,-0.06268119812011719,-0.0626835823059082,-0.020870208740234375,3.992724657058716,14.929649353027344
0,8,68,0.2239840030670166,sharp,-1.8556568622589111,-1.8556559085845947,0.005795001983642578,16.332624435424805,63.60725021362305
0,8,69,0.21102654933929443,local_linear_attention,-0.2934384346008301,-0.29344403743743896,-0.034264206886291504,11.56120491027832,46.94790267944336
0,8,70,3.637990951538086,linear_global,4.039660930633545,4.039648056030273,0.5023345947265625,12.6334228515625,49.55689239501953
0,8,71,0.06359028816223145,sharp,0.1532573699951172,0.1532580852508545,-0.02431356906890869,13.951115608215332,53.71016311645508
0,8,72,0.4885243773460388,window_soft,0.8942825198173523,0.8942824006080627,0.13034194707870483,7.416757106781006,29.624113082885742
0,8,73,-0.03490185737609863,linear_attention,-0.48306334018707275,-0.48305630683898926,-0.051310062408447266,10.763370513916016,43.664939880371094
0,8,74,0.8651909828186035,weighted_linear,0.055773258209228516,0.055786848068237305,0.0026175975799560547,3.844221353530884,14.162103652954102
0,8,75,0.07924079895019531,sharp,0.14491558074951172,0.14492225646972656,-0.008527517318725586,3.86484432220459,14.446934700012207
0,8,76,0.0035902708768844604,sharp,0.0243198424577713,0.024320580065250397,0.002826288342475891,10.467659950256348,40.92464065551758
0,8,77,0.23928093910217285,linear_attention,0.1289675235748291,0.128953218460083,0.013280153274536133,5.315182209014893,20.768095016479492
0,8,78,1.5858392715454102,local_linear_attention,-1.2248039245605469,-1.2247915267944336,-0.14136934280395508,17.538537979125977,68.4967269897461
0,8,79,0.04104074835777283,window_soft,0.1302078366279602,0.13020898401737213,-0.0022584497928619385,11.332871437072754,45.870765686035156
0,8,80,0.02142810821533203,sharp,0.39949679374694824,0.3994901180267334,-0.014946937561035156,8.71150016784668,32.7684440612793
0,8,81,-0.10304665565490723,sharp,-1.3029959201812744,-1.3029954433441162,0.0344470739364624,13.99063491821289,54.172142028808594
0,8,82,0.5985128879547119,window_soft,0.995173454284668,0.9951738715171814,0.0670844316482544,8.395357131958008,32.66925811767578
0,8,83,0.9796831607818604,sharp,1.1832842826843262,1.183266520500183,0.23862528800964355,6.89802885055542,27.62932014465332
0,8,84,0.2082958221435547,window_soft,0.14105224609375,0.14105749130249023,0.01936626434326172,4.502740859985352,15.799906730651855
0,8,85,0.027111053466796875,linear_attention,0.3262820243835449,0.3262615203857422,0.0027985572814941406,5.000563621520996,17.90719985961914
0,8,86,0.0730329155921936,window_soft,0.04868417978286743,0.04868823289871216,0.006930053234100342,7.1966872215271,28.163000106811523
0,8,87,0.5512552261352539,window_soft,0.20083284378051758,0.20083999633789062,0.045348167419433594,3.8119256496429443,13.50337028503418
0,8,88,0.2716794013977051,linear_attention,-0.030164241790771484,-0.030158042907714844,0.04302787780761719,5.006405830383301,18.483739852905273
0,8,89,0.026648912578821182,local_linear_attention,0.005362961441278458,0.00536307692527771,-0.002682369202375412,10.495168685913086,40.74522018432617
0,8,90,0.21434473991394043,sharp,0.11326837539672852,0.1132667064666748,-0.008108139038085938,4.035116195678711,15.013358116149902
0,8,91,0.442065954208374,knn_mean,1.6512985229492188,1.6512901782989502,0.2853250503540039,9.189281463623047,36.20865249633789
0,8,92,0.022273778915405273,linear_attention,0.29279398918151855,0.2928030490875244,0.0414125919342041,19.398666381835938,86.17962646484375
0,8,93,0.7908568382263184,window_soft,-0.2755551338195801,-0.27555131912231445,0.017801284790039062,4.0609235763549805,14.166974067687988
0,8,94,1.0673348903656006,knn_mean,1.9918909072875977,1.9918936491012573,0.7991765737533569,15.483038902282715,60.69775390625
1,8,0,1.9073486328125e-06,linear_attention,0.009756088256835938,0.009751319885253906,5.7220458984375e-06,10.546645164489746,44.02472686767578
1,8,1,0.952411413192749,linear_attention,-2.049332618713379,-2.0493359565734863,-0.029189586639404297,6.166937828063965,24.067773818969727
1,8,2,0.023974895477294922,local_linear_attention,-0.3792400360107422,-0.37923550605773926,-0.009444236755371094,13.166139602661133,55.34166717529297
1,8,3,0.20806598663330078,linear_global,0.032152652740478516,0.032145023345947266,0.015924930572509766,8.93817138671875,38.337196350097656
1,8,4,0.3781585693359375,linear_global,5.296762943267822,5.296774864196777,-0.04046154022216797,13.879837989807129,53.608787536621094
1,8,5,0.18265247344970703,knn_mean,-0.5791769027709961,-0.5791740417480469,0.030949115753173828,10.655134201049805,45.09404754638672
1,8,6,0.06492805480957031,sharp,0.9775891304016113,0.9775896072387695,0.008482933044433594,7.720311164855957,30.457143783569336
1,8,7,0.48713207244873047,linear_global,0.44626522064208984,0.4462709426879883,0.0016117095947265625,3.939394950866699,14.07132339477539
1,8,8,1.529510498046875,linear_global,1.446868896484375,1.446878433227539,0.010111808776855469,13.563432693481445,55.759765625
1,8,9,0.5359971523284912,local_linear_attention,-0.6816072463989258,-0.6816096305847168,0.0842432975769043,11.485568046569824,43.62648010253906
1,8,10,0.5661860108375549,linear_global,0.5934035778045654,0.5934064984321594,0.039955735206604004,7.638266086578369,28.242115020751953
1,8,11,0.5948495864868164,linear_global,-0.11928129196166992,-0.11929464340209961,0.004974842071533203,8.413841247558594,35.97794723510742
1,8,12,-1.9073486328125e-05,window_soft,-0.9109735488891602,-0.910984992980957,-0.0344390869140625,4.534778594970703,16.367090225219727
1,8,13,2.7208852767944336,linear_global,3.166271209716797,3.1662657260894775,0.07356452941894531,4.1866774559021,15.944107055664062
1,8,14,0.3946866989135742,knn_mean,-0.3312869071960449,-0.33130359649658203,0.006360054016113281,19.309785842895508,85.49955749511719
1,8,15,0.6121091842651367,linear_attention,0.15285634994506836,0.15284323692321777,0.019534587860107422,3.8226327896118164,13.961310386657715
1,8,16,0.006361246109008789,window_soft,-0.13933324813842773,-0.13933491706848145,0.051093101501464844,4.814599990844727,18.536727905273438
1,8,17,0.31636810302734375,weighted_linear,0.2830190658569336,0.28301429748535156,0.014890193939208984,9.510381698608398,39.579524993896484
1,8,18,0.6496617794036865,linear_global,0.1792299747467041,0.17923438549041748,-0.00704646110534668,4.0000152587890625,14.391133308410645
1,8,19,-0.019327163696289062,local_linear_attention,0.24903583526611328,0.24904942512512207,-0.032774925231933594,3.934130907058716,14.448063850402832
1,8,20,0.16452622413635254,window_soft,2.085564613342285,2.0855700969696045,0.11349081993103027,10.226747512817383,42.794822692871094
